lon,lat,value
97.99584554035397,74.12926432291704,12.25
98.00417887368735,74.12926432291704,12.25
98.01251220702068,74.12926432291704,12.25
98.020845540354,74.12926432291704,12.260000228881836
98.02917887368733,74.12926432291704,12.270000457763672
98.03751220702065,74.12926432291704,12.270000457763672
98.04584554035398,74.12926432291704,12.279999732971191
98.0541788736873,74.12926432291704,12.279999732971191
98.06251220702063,74.12926432291704,12.289999961853027
98.07084554035401,74.12926432291704,12.289999961853027
98.07917887368734,74.12926432291704,12.289999961853027
98.08751220702067,74.12926432291704,12.289999961853027
98.09584554035399,74.12926432291704,12.300000190734863
98.10417887368732,74.12926432291704,12.300000190734863
98.11251220702064,74.12926432291704,12.3100004196167
98.12084554035397,74.12926432291704,12.319999694824219
98.1291788736873,74.12926432291704,12.329999923706055
98.13751220702068,74.12926432291704,11.359999656677246
98.145845540354,74.12926432291704,11.380000114440918
98.15417887368733,74.12926432291704,10.399999618530273
98.16251220702065,74.12926432291704,10.420000076293945
98.17084554035398,74.12926432291704,10.4399995803833
98.1791788736873,74.12926432291704,10.460000038146973
98.18751220702063,74.12926432291704,9.470000267028809
98.19584554035396,74.12926432291704,7.489999771118164
98.20417887368734,74.12926432291704,5.5
98.21251220702067,74.12926432291704,4.519999980926514
98.22084554035399,74.12926432291704,4.53000020980835
98.22917887368732,74.12926432291704,4.53000020980835
98.49584554035397,74.12926432291704,7.519999980926514
98.5041788736873,74.12926432291704,9.520000457763672
98.51251220702062,74.12926432291704,10.520000457763672
98.52084554035395,74.12926432291704,12.520000457763672
98.52917887368733,74.12926432291704,12.510000228881836
98.53751220702065,74.12926432291704,12.510000228881836
98.54584554035398,74.12926432291704,12.510000228881836
98.5541788736873,74.12926432291704,12.510000228881836
98.56251220702063,74.12926432291704,12.510000228881836
98.57084554035396,74.12926432291704,12.510000228881836
98.57917887368728,74.12926432291704,12.510000228881836
98.58751220702061,74.12926432291704,12.5
98.59584554035399,74.12926432291704,12.5
98.60417887368732,74.12926432291704,12.520000457763672
98.61251220702064,74.12926432291704,11.550000190734863
98.62084554035397,74.12926432291704,11.569999694824219
98.6291788736873,74.12926432291704,6.599999904632568
98.83751220702061,74.12926432291704,1.25
98.84584554035393,74.12926432291704,6.239999771118164
98.85417887368732,74.12926432291704,11.229999542236328
98.86251220702064,74.12926432291704,14.220000267028809
98.87084554035397,74.12926432291704,15.210000038146973
98.8791788736873,74.12926432291704,16.209999084472656
98.88751220702062,74.12926432291704,15.220000267028809
98.89584554035395,74.12926432291704,10.229999542236328
98.90417887368727,74.12926432291704,5.230000019073486
98.9125122070206,74.12926432291704,0.25999999046325684
98.92084554035398,74.12926432291704,5.28000020980835
98.9291788736873,74.12926432291704,10.289999961853027
98.93751220702063,74.12926432291704,15.289999961853027
98.94584554035396,74.12926432291704,16.280000686645508
98.95417887368728,74.12926432291704,16.280000686645508
98.96251220702061,74.12926432291704,16.280000686645508
98.97084554035393,74.12926432291704,16.280000686645508
98.97917887368726,74.12926432291704,16.280000686645508
98.98751220702064,74.12926432291704,16.280000686645508
98.99584554035397,74.12926432291704,14.270000457763672
99.0041788736873,74.12926432291704,11.260000228881836
99.01251220702062,74.12926432291704,8.260000228881836
