IG,JG
696,1815
695,1816
696,1816
695,1817
694,1818
695,1818
694,1819
693,1820
694,1820
693,1821
692,1822
693,1822
692,1823
691,1824
692,1824
690,1825
691,1825
690,1826
689,1827
690,1827
688,1828
689,1828
687,1829
688,1829
686,1830
687,1830
686,1831
685,1832
686,1832
684,1833
685,1833
683,1834
684,1834
682,1835
683,1835
681,1836
682,1836
680,1837
681,1837
680,1838
679,1839
680,1839
678,1840
679,1840
677,1841
678,1841
676,1842
677,1842
675,1843
676,1843
673,1844
674,1844
675,1844
672,1845
673,1845
671,1846
672,1846
669,1847
670,1847
671,1847
668,1848
669,1848
666,1849
667,1849
668,1849
664,1850
665,1850
666,1850
662,1851
663,1851
664,1851
660,1852
661,1852
662,1852
658,1853
659,1853
660,1853
657,1854
658,1854
654,1855
655,1855
656,1855
657,1855
644,1856
645,1856
646,1856
647,1856
648,1856
649,1856
650,1856
651,1856
652,1856
653,1856
654,1856
641,1857
642,1857
643,1857
644,1857
639,1858
640,1858
641,1858
635,1859
636,1859
637,1859
638,1859
639,1859
631,1860
632,1860
633,1860
634,1860
635,1860
629,1861
630,1861
631,1861
627,1862
628,1862
629,1862
625,1863
626,1863
627,1863
623,1864
624,1864
625,1864
621,1865
622,1865
623,1865
620,1866
621,1866
618,1867
619,1867
620,1867
616,1868
617,1868
618,1868
615,1869
616,1869
613,1870
614,1870
615,1870
612,1871
613,1871
611,1872
612,1872
609,1873
610,1873
611,1873
608,1874
609,1874
607,1875
608,1875
606,1876
607,1876
605,1877
606,1877
605,1878
604,1879
605,1879
604,1880
603,1881
604,1881
603,1882
603,1883
603,1884
602,1885
603,1885
602,1886
602,1887
602,1888
601,1889
602,1889
601,1890
601,1891
600,1892
601,1892
600,1893
600,1894
599,1895
600,1895
599,1896
599,1897
598,1898
599,1898
598,1899
598,1900
597,1901
598,1901
597,1902
597,1903
597,1904
596,1905
597,1905
596,1906
596,1907
595,1908
596,1908
595,1909
595,1910
595,1911
594,1912
595,1912
594,1913
594,1914
594,1915
594,1916
594,1917
593,1918
594,1918
593,1919
593,1920
593,1921
593,1922
593,1923
593,1924
593,1925
593,1926
593,1927
593,1928
593,1929
593,1930
593,1931
593,1932
593,1933
593,1934
592,1935
593,1935
592,1936
592,1937
592,1938
592,1939
591,1940
592,1940
591,1941
591,1942
591,1943
591,1944
591,1945
591,1946
591,1947
591,1948
591,1949
591,1950
591,1951
591,1952
591,1953
591,1954
591,1955
591,1956
591,1957
591,1958
592,1958
592,1959
592,1960
593,1960
593,1961
593,1962
594,1962
594,1963
594,1964
595,1964
595,1965
595,1966
595,1967
596,1967
596,1968
596,1969
597,1969
597,1970
597,1971
597,1972
598,1972
598,1973
598,1974
598,1975
598,1976
598,1977
599,1977
599,1978
599,1979
599,1980
600,1980
600,1981
600,1982
601,1982
601,1983
601,1984
602,1984
602,1985
602,1986
603,1986
603,1987
603,1988
604,1988
604,1989
605,1989
605,1990
605,1991
606,1991
606,1992
606,1993
607,1993
607,1994
608,1994
608,1995
609,1995
609,1996
609,1997
610,1997
610,1998
611,1998
611,1999
612,1999
612,2000
612,2001
613,2001
613,2002
613,2003
614,2003
614,2004
615,2004
615,2005
616,2005
616,2006
616,2007
617,2007
617,2008
618,2008
618,2009
619,2009
619,2010
619,2011
620,2011
620,2012
621,2012
621,2013
621,2014
622,2014
622,2015
623,2015
623,2016
623,2017
624,2017
624,2018
625,2018
625,2019
625,2020
626,2020
626,2021
626,2022
627,2022
627,2023
627,2024
628,2024
628,2025
628,2026
628,2027
629,2027
629,2028
629,2029
629,2030
629,2031
630,2031
630,2032
630,2033
630,2034
630,2035
630,2036
630,2037
630,2038
630,2039
630,2040
630,2041
630,2042
630,2043
630,2044
630,2045
630,2046
630,2047
629,2048
630,2048
629,2049
629,2050
629,2051
629,2052
629,2053
628,2054
629,2054
628,2055
628,2056
628,2057
628,2058
627,2059
628,2059
627,2060
627,2061
626,2062
627,2062
626,2063
626,2064
625,2065
626,2065
625,2066
624,2067
625,2067
624,2068
624,2069
623,2070
624,2070
623,2071
622,2072
623,2072
622,2073
621,2074
622,2074
620,2075
621,2075
620,2076
619,2077
620,2077
618,2078
619,2078
618,2079
617,2080
618,2080
616,2081
617,2081
616,2082
615,2083
616,2083
614,2084
615,2084
614,2085
613,2086
614,2086
612,2087
613,2087
611,2088
612,2088
611,2089
610,2090
611,2090
609,2091
610,2091
609,2092
608,2093
609,2093
607,2094
608,2094
606,2095
607,2095
606,2096
605,2097
606,2097
604,2098
605,2098
603,2099
604,2099
603,2100
602,2101
603,2101
601,2102
602,2102
601,2103
600,2104
601,2104
599,2105
600,2105
598,2106
599,2106
598,2107
597,2108
598,2108
597,2109
597,2110
596,2111
597,2111
596,2112
596,2113
595,2114
596,2114
595,2115
595,2116
595,2117
594,2118
595,2118
594,2119
594,2120
594,2121
593,2122
594,2122
593,2123
593,2124
593,2125
593,2126
593,2127
593,2128
593,2129
592,2130
593,2130
592,2131
592,2132
591,2133
592,2133
590,2134
591,2134
590,2135
589,2136
590,2136
589,2137
588,2138
589,2138
587,2139
588,2139
587,2140
586,2141
587,2141
585,2142
586,2142
585,2143
584,2144
585,2144
584,2145
583,2146
584,2146
583,2147
582,2148
583,2148
582,2149
581,2150
582,2150
580,2151
581,2151
579,2152
580,2152
579,2153
578,2154
579,2154
577,2155
578,2155
576,2156
577,2156
575,2157
576,2157
574,2158
575,2158
573,2159
574,2159
572,2160
573,2160
571,2161
572,2161
570,2162
571,2162
569,2163
570,2163
567,2164
568,2164
569,2164
566,2165
567,2165
565,2166
566,2166
564,2167
565,2167
563,2168
564,2168
562,2169
563,2169
561,2170
562,2170
561,2171
560,2172
561,2172
559,2173
560,2173
559,2174
558,2175
559,2175
557,2176
558,2176
557,2177
556,2178
557,2178
555,2179
556,2179
554,2180
555,2180
553,2181
554,2181
552,2182
553,2182
551,2183
552,2183
549,2184
550,2184
551,2184
547,2185
548,2185
549,2185
545,2186
546,2186
547,2186
543,2187
544,2187
545,2187
541,2188
542,2188
543,2188
539,2189
540,2189
541,2189
537,2190
538,2190
539,2190
535,2191
536,2191
537,2191
533,2192
534,2192
535,2192
531,2193
532,2193
533,2193
529,2194
530,2194
531,2194
527,2195
528,2195
529,2195
525,2196
526,2196
527,2196
523,2197
524,2197
525,2197
522,2198
523,2198
520,2199
521,2199
522,2199
518,2200
519,2200
520,2200
516,2201
517,2201
518,2201
514,2202
515,2202
516,2202
513,2203
514,2203
511,2204
512,2204
513,2204
509,2205
510,2205
511,2205
507,2206
508,2206
509,2206
506,2207
507,2207
504,2208
505,2208
506,2208
502,2209
503,2209
504,2209
501,2210
502,2210
500,2211
501,2211
499,2212
500,2212
497,2213
498,2213
499,2213
496,2214
497,2214
495,2215
496,2215
495,2216
494,2217
495,2217
494,2218
493,2219
494,2219
492,2220
493,2220
492,2221
491,2222
492,2222
491,2223
490,2224
491,2224
489,2225
490,2225
489,2226
489,2227
488,2228
489,2228
488,2229
487,2230
488,2230
487,2231
487,2232
486,2233
487,2233
486,2234
485,2235
486,2235
485,2236
484,2237
485,2237
484,2238
483,2239
484,2239
483,2240
482,2241
483,2241
482,2242
482,2243
481,2244
482,2244
481,2245
480,2246
481,2246
480,2247
479,2248
480,2248
479,2249
478,2250
479,2250
478,2251
477,2252
478,2252
477,2253
477,2254
476,2255
477,2255
476,2256
475,2257
476,2257
475,2258
474,2259
475,2259
474,2260
473,2261
474,2261
472,2262
473,2262
472,2263
471,2264
472,2264
470,2265
471,2265
470,2266
469,2267
470,2267
468,2268
469,2268
468,2269
467,2270
468,2270
466,2271
467,2271
466,2272
465,2273
466,2273
464,2274
465,2274
464,2275
463,2276
464,2276
462,2277
463,2277
462,2278
461,2279
462,2279
460,2280
461,2280
460,2281
459,2282
460,2282
458,2283
459,2283
457,2284
458,2284
457,2285
456,2286
457,2286
391,2287
392,2287
393,2287
394,2287
395,2287
396,2287
397,2287
455,2287
456,2287
397,2288
398,2288
399,2288
400,2288
401,2288
455,2288
401,2289
402,2289
403,2289
454,2289
455,2289
403,2290
453,2290
454,2290
403,2291
404,2291
453,2291
404,2292
452,2292
453,2292
404,2293
405,2293
451,2293
452,2293
405,2294
451,2294
405,2295
406,2295
450,2295
451,2295
406,2296
449,2296
450,2296
406,2297
407,2297
449,2297
407,2298
408,2298
448,2298
449,2298
408,2299
409,2299
447,2299
448,2299
409,2300
410,2300
411,2300
447,2300
411,2301
412,2301
413,2301
446,2301
447,2301
413,2302
414,2302
415,2302
445,2302
446,2302
415,2303
416,2303
417,2303
445,2303
417,2304
418,2304
419,2304
444,2304
445,2304
419,2305
420,2305
421,2305
422,2305
443,2305
444,2305
422,2306
423,2306
424,2306
443,2306
424,2307
425,2307
426,2307
427,2307
442,2307
443,2307
427,2308
428,2308
429,2308
430,2308
431,2308
432,2308
433,2308
434,2308
435,2308
436,2308
437,2308
438,2308
439,2308
441,2308
442,2308
439,2309
440,2309
441,2309
