IG,JG
1004,466
1407,466
1408,466
891,467
1004,467
1405,467
1406,467
1407,467
891,468
1004,468
1404,468
1405,468
891,469
1004,469
1005,469
1402,469
1403,469
1404,469
890,470
891,470
1005,470
1399,470
1400,470
1401,470
1402,470
890,471
1005,471
1397,471
1398,471
1399,471
890,472
1005,472
1395,472
1396,472
1397,472
890,473
1005,473
1006,473
1393,473
1394,473
1395,473
890,474
1005,474
1006,474
1391,474
1392,474
1393,474
890,475
1005,475
1389,475
1390,475
1391,475
890,476
1004,476
1005,476
1387,476
1388,476
1389,476
890,477
1003,477
1004,477
1385,477
1386,477
1387,477
890,478
1002,478
1003,478
1383,478
1384,478
1385,478
889,479
890,479
1001,479
1002,479
1381,479
1382,479
1383,479
889,480
979,480
980,480
981,480
982,480
983,480
984,480
985,480
986,480
987,480
988,480
989,480
990,480
991,480
992,480
993,480
994,480
995,480
996,480
997,480
998,480
999,480
1000,480
1001,480
1378,480
1379,480
1380,480
1381,480
889,481
979,481
1376,481
1377,481
1378,481
889,482
979,482
1375,482
1376,482
888,483
889,483
978,483
979,483
1374,483
1375,483
888,484
978,484
1373,484
1374,484
888,485
978,485
1371,485
1372,485
1373,485
888,486
978,486
1370,486
1371,486
888,487
978,487
1369,487
1370,487
888,488
978,488
1368,488
1369,488
888,489
977,489
978,489
1367,489
1368,489
888,490
977,490
1366,490
1367,490
888,491
977,491
1365,491
1366,491
887,492
888,492
977,492
1364,492
1365,492
887,493
977,493
1363,493
1364,493
887,494
977,494
978,494
1361,494
1362,494
1363,494
887,495
978,495
1359,495
1360,495
1361,495
886,496
887,496
978,496
1357,496
1358,496
1359,496
886,497
978,497
979,497
1354,497
1355,497
1356,497
1357,497
886,498
979,498
1351,498
1352,498
1353,498
1354,498
885,499
886,499
979,499
1347,499
1348,499
1349,499
1350,499
1351,499
885,500
979,500
980,500
1343,500
1344,500
1345,500
1346,500
1347,500
885,501
980,501
1328,501
1329,501
1330,501
1331,501
1332,501
1333,501
1334,501
1335,501
1336,501
1337,501
1338,501
1339,501
1340,501
1341,501
1342,501
1343,501
884,502
885,502
980,502
1318,502
1319,502
1320,502
1321,502
1322,502
1323,502
1324,502
1325,502
1326,502
1327,502
1328,502
884,503
980,503
981,503
1316,503
1317,503
1318,503
884,504
981,504
1315,504
1316,504
883,505
884,505
981,505
982,505
1313,505
1314,505
1315,505
883,506
982,506
1312,506
1313,506
882,507
883,507
982,507
983,507
1310,507
1311,507
1312,507
882,508
983,508
1308,508
1309,508
1310,508
881,509
882,509
983,509
1307,509
1308,509
881,510
983,510
1305,510
1306,510
1307,510
880,511
881,511
983,511
1304,511
1305,511
880,512
983,512
1303,512
1304,512
880,513
983,513
1301,513
1302,513
1303,513
879,514
880,514
983,514
1300,514
1301,514
879,515
983,515
1299,515
1300,515
878,516
879,516
983,516
1297,516
1298,516
1299,516
878,517
982,517
983,517
1296,517
1297,517
878,518
982,518
1295,518
1296,518
877,519
878,519
982,519
1293,519
1294,519
1295,519
877,520
982,520
1292,520
1293,520
877,521
982,521
1097,521
1098,521
1099,521
1100,521
1101,521
1102,521
1290,521
1291,521
1292,521
877,522
981,522
982,522
1093,522
1094,522
1095,522
1096,522
1097,522
1102,522
1103,522
1104,522
1105,522
1106,522
1107,522
1108,522
1109,522
1110,522
1288,522
1289,522
1290,522
877,523
981,523
1092,523
1093,523
1110,523
1111,523
1112,523
1113,523
1114,523
1286,523
1287,523
1288,523
877,524
878,524
981,524
1090,524
1091,524
1092,524
1114,524
1115,524
1116,524
1117,524
1284,524
1285,524
1286,524
878,525
981,525
1089,525
1090,525
1117,525
1118,525
1281,525
1282,525
1283,525
1284,525
878,526
980,526
981,526
1088,526
1089,526
1118,526
1119,526
1279,526
1280,526
1281,526
878,527
980,527
1087,527
1088,527
1119,527
1120,527
1276,527
1277,527
1278,527
1279,527
878,528
879,528
979,528
980,528
1085,528
1086,528
1087,528
1120,528
1121,528
1272,528
1273,528
1274,528
1275,528
1276,528
879,529
880,529
979,529
988,529
989,529
990,529
991,529
992,529
993,529
994,529
1084,529
1085,529
1121,529
1122,529
1268,529
1269,529
1270,529
1271,529
1272,529
880,530
881,530
978,530
979,530
986,530
987,530
988,530
994,530
995,530
996,530
1052,530
1053,530
1054,530
1055,530
1056,530
1057,530
1058,530
1059,530
1060,530
1083,530
1084,530
1122,530
1123,530
1124,530
1266,530
1267,530
1268,530
881,531
882,531
978,531
985,531
986,531
996,531
997,531
998,531
1022,531
1023,531
1024,531
1025,531
1026,531
1027,531
1050,531
1051,531
1052,531
1060,531
1061,531
1062,531
1063,531
1081,531
1082,531
1083,531
1124,531
1125,531
1263,531
1264,531
1265,531
1266,531
882,532
977,532
978,532
983,532
984,532
985,532
998,532
999,532
1000,532
1018,532
1019,532
1020,532
1021,532
1022,532
1027,532
1028,532
1029,532
1030,532
1049,532
1050,532
1063,532
1064,532
1065,532
1066,532
1079,532
1080,532
1081,532
1125,532
1126,532
1260,532
1261,532
1262,532
1263,532
882,533
883,533
976,533
977,533
982,533
983,533
1000,533
1001,533
1002,533
1003,533
1014,533
1015,533
1016,533
1017,533
1018,533
1030,533
1031,533
1032,533
1033,533
1048,533
1049,533
1066,533
1067,533
1068,533
1069,533
1070,533
1071,533
1072,533
1073,533
1074,533
1075,533
1076,533
1077,533
1078,533
1079,533
1126,533
1127,533
1258,533
1259,533
1260,533
883,534
975,534
976,534
980,534
981,534
982,534
1003,534
1004,534
1005,534
1006,534
1007,534
1008,534
1009,534
1010,534
1011,534
1012,534
1013,534
1014,534
1033,534
1034,534
1035,534
1036,534
1047,534
1048,534
1127,534
1128,534
1257,534
1258,534
883,535
884,535
975,535
977,535
978,535
979,535
980,535
1036,535
1037,535
1038,535
1044,535
1045,535
1046,535
1047,535
1128,535
1129,535
1255,535
1256,535
1257,535
884,536
974,536
975,536
976,536
977,536
1038,536
1039,536
1040,536
1041,536
1042,536
1043,536
1044,536
1129,536
1130,536
1254,536
1255,536
884,537
885,537
973,537
974,537
1130,537
1131,537
1132,537
1252,537
1253,537
1254,537
885,538
972,538
973,538
1132,538
1133,538
1251,538
1252,538
885,539
886,539
972,539
1133,539
1134,539
1250,539
1251,539
886,540
971,540
972,540
1134,540
1135,540
1249,540
1250,540
886,541
887,541
970,541
971,541
1135,541
1136,541
1247,541
1248,541
1249,541
887,542
888,542
970,542
1136,542
1137,542
1138,542
1246,542
1247,542
888,543
969,543
970,543
1138,543
1139,543
1140,543
1245,543
1246,543
888,544
889,544
969,544
1140,544
1141,544
1142,544
1244,544
1245,544
889,545
968,545
969,545
1142,545
1143,545
1243,545
1244,545
889,546
890,546
968,546
1143,546
1144,546
1145,546
1242,546
1243,546
890,547
968,547
1145,547
1146,547
1147,547
1241,547
1242,547
890,548
968,548
1147,548
1148,548
1149,548
1239,548
1240,548
1241,548
890,549
891,549
968,549
1149,549
1150,549
1238,549
1239,549
891,550
968,550
1150,550
1151,550
1152,550
1237,550
1238,550
891,551
968,551
1152,551
1153,551
1154,551
1236,551
1237,551
891,552
968,552
1154,552
1155,552
1156,552
1235,552
1236,552
891,553
892,553
968,553
1156,553
1157,553
1158,553
1159,553
1233,553
1234,553
1235,553
891,554
892,554
968,554
1159,554
1160,554
1161,554
1232,554
1233,554
891,555
968,555
1161,555
1162,555
1163,555
1164,555
1231,555
1232,555
891,556
968,556
1164,556
1165,556
1166,556
1167,556
1229,556
1230,556
1231,556
891,557
968,557
1167,557
1168,557
1169,557
1170,557
1227,557
1228,557
1229,557
891,558
968,558
1170,558
1171,558
1172,558
1173,558
1174,558
1189,558
1190,558
1191,558
1192,558
1193,558
1225,558
1226,558
1227,558
891,559
968,559
1174,559
1175,559
1176,559
1177,559
1178,559
1179,559
1180,559
1181,559
1182,559
1183,559
1184,559
1185,559
1186,559
1187,559
1188,559
1189,559
1193,559
1194,559
1195,559
1196,559
1197,559
1198,559
1223,559
1224,559
1225,559
891,560
968,560
1198,560
1199,560
1200,560
1201,560
1202,560
1220,560
1221,560
1222,560
1223,560
891,561
968,561
1202,561
1203,561
1204,561
1205,561
1206,561
1207,561
1208,561
1209,561
1210,561
1211,561
1212,561
1213,561
1214,561
1215,561
1216,561
1217,561
1218,561
1219,561
1220,561
891,562
968,562
891,563
968,563
891,564
968,564
890,565
891,565
968,565
890,566
968,566
890,567
967,567
968,567
889,568
890,568
967,568
889,569
966,569
967,569
889,570
964,570
965,570
966,570
889,571
961,571
962,571
963,571
964,571
888,572
889,572
958,572
959,572
960,572
961,572
888,573
955,573
956,573
957,573
958,573
888,574
922,574
923,574
924,574
925,574
926,574
927,574
928,574
929,574
952,574
953,574
954,574
955,574
887,575
888,575
918,575
919,575
920,575
921,575
922,575
929,575
930,575
931,575
932,575
947,575
948,575
949,575
950,575
951,575
952,575
887,576
915,576
916,576
917,576
918,576
932,576
933,576
934,576
943,576
944,576
945,576
946,576
947,576
887,577
913,577
914,577
915,577
934,577
935,577
936,577
939,577
940,577
941,577
942,577
943,577
886,578
887,578
911,578
912,578
913,578
936,578
937,578
938,578
939,578
885,579
886,579
908,579
909,579
910,579
911,579
885,580
906,580
907,580
908,580
884,581
885,581
904,581
905,581
906,581
883,582
884,582
903,582
904,582
883,583
902,583
903,583
882,584
883,584
901,584
902,584
881,585
882,585
899,585
900,585
901,585
880,586
881,586
898,586
899,586
879,587
880,587
897,587
898,587
878,588
879,588
895,588
896,588
897,588
877,589
878,589
894,589
895,589
876,590
877,590
892,590
893,590
894,590
875,591
876,591
890,591
891,591
892,591
874,592
875,592
889,592
890,592
873,593
874,593
888,593
889,593
873,594
887,594
888,594
872,595
873,595
887,595
872,596
887,596
872,597
887,597
872,598
887,598
872,599
887,599
871,600
872,600
887,600
871,601
887,601
871,602
887,602
871,603
887,603
888,603
871,604
888,604
871,605
888,605
871,606
887,606
888,606
871,607
887,607
871,608
887,608
870,609
871,609
887,609
870,610
886,610
887,610
870,611
885,611
886,611
870,612
884,612
885,612
870,613
883,613
884,613
869,614
870,614
882,614
883,614
869,615
880,615
881,615
882,615
869,616
878,616
879,616
880,616
868,617
869,617
876,617
877,617
878,617
868,618
871,618
872,618
873,618
874,618
875,618
876,618
849,619
850,619
851,619
852,619
853,619
854,619
855,619
856,619
857,619
858,619
859,619
860,619
861,619
862,619
863,619
864,619
865,619
866,619
867,619
868,619
869,619
870,619
871,619
847,620
848,620
849,620
847,621
846,622
847,622
845,623
846,623
845,624
844,625
845,625
844,626
843,627
844,627
843,628
842,629
843,629
842,630
842,631
842,632
842,633
842,634
842,635
842,636
842,637
842,638
842,639
842,640
843,640
843,641
843,642
843,643
844,643
844,644
844,645
845,645
845,646
845,647
846,647
846,648
846,649
847,649
847,650
847,651
848,651
848,652
849,652
849,653
850,653
850,654
850,655
851,655
851,656
852,656
852,657
853,657
854,657
854,658
855,658
855,659
856,659
856,660
857,660
858,660
858,661
859,661
860,661
860,662
861,662
862,662
862,663
863,663
864,663
864,664
865,664
866,664
866,665
867,665
868,665
869,665
869,666
870,666
871,666
871,667
872,667
873,667
873,668
874,668
874,669
875,669
875,670
876,670
876,671
877,671
877,672
877,673
877,674
877,675
877,676
877,677
876,678
877,678
876,679
875,680
876,680
875,681
848,682
849,682
850,682
851,682
874,682
875,682
847,683
848,683
851,683
852,683
873,683
874,683
846,684
847,684
852,684
853,684
873,684
846,685
853,685
872,685
873,685
846,686
853,686
854,686
871,686
872,686
846,687
854,687
871,687
846,688
854,688
855,688
870,688
871,688
846,689
855,689
869,689
870,689
846,690
855,690
856,690
867,690
868,690
869,690
846,691
856,691
857,691
865,691
866,691
867,691
846,692
857,692
858,692
859,692
860,692
863,692
864,692
865,692
846,693
860,693
861,693
862,693
863,693
846,694
847,694
847,695
847,696
848,696
848,697
848,698
848,699
849,699
849,700
849,701
850,701
850,702
850,703
851,703
851,704
851,705
852,705
852,706
853,706
854,706
854,707
854,708
855,708
855,709
856,709
856,710
857,710
857,711
857,712
858,712
858,713
858,714
859,714
859,715
859,716
859,717
859,718
859,719
859,720
858,721
859,721
858,722
857,723
858,723
856,724
857,724
854,725
855,725
856,725
852,726
853,726
854,726
850,727
851,727
852,727
849,728
850,728
848,729
849,729
847,730
848,730
846,731
847,731
844,732
845,732
846,732
842,733
843,733
844,733
839,734
840,734
841,734
842,734
838,735
839,735
837,736
838,736
837,737
836,738
837,738
836,739
836,740
835,741
836,741
835,742
835,743
834,744
835,744
834,745
834,746
833,747
834,747
833,748
833,749
833,750
832,751
833,751
832,752
832,753
832,754
832,755
831,756
832,756
831,757
831,758
831,759
831,760
831,761
831,762
831,763
830,764
831,764
830,765
829,766
830,766
829,767
828,768
829,768
827,769
828,769
826,770
827,770
825,771
826,771
823,772
824,772
825,772
822,773
823,773
820,774
821,774
822,774
818,775
819,775
820,775
815,776
816,776
817,776
818,776
811,777
812,777
813,777
814,777
815,777
808,778
809,778
810,778
811,778
806,779
807,779
808,779
805,780
806,780
803,781
804,781
805,781
803,782
802,783
803,783
801,784
802,784
801,785
800,786
801,786
800,787
799,788
800,788
799,789
798,790
799,790
798,791
797,792
798,792
797,793
796,794
797,794
796,795
795,796
796,796
795,797
794,798
795,798
794,799
794,800
794,801
793,802
794,802
793,803
793,804
793,805
793,806
792,807
793,807
792,808
792,809
791,810
792,810
791,811
790,812
791,812
790,813
789,814
790,814
788,815
789,815
787,816
788,816
786,817
787,817
785,818
786,818
782,819
783,819
784,819
785,819
779,820
780,820
781,820
782,820
776,821
777,821
778,821
779,821
773,822
774,822
775,822
776,822
772,823
773,823
771,824
772,824
770,825
771,825
769,826
770,826
768,827
769,827
768,828
767,829
768,829
767,830
766,831
767,831
766,832
765,833
766,833
765,834
764,835
765,835
764,836
763,837
764,837
762,838
763,838
762,839
761,840
762,840
761,841
760,842
761,842
759,843
760,843
758,844
759,844
757,845
758,845
756,846
757,846
755,847
756,847
755,848
754,849
755,849
753,850
754,850
753,851
752,852
753,852
751,853
752,853
750,854
751,854
750,855
749,856
750,856
749,857
748,858
749,858
748,859
747,860
748,860
746,861
747,861
746,862
745,863
746,863
745,864
744,865
745,865
743,866
744,866
743,867
742,868
743,868
742,869
742,870
741,871
742,871
741,872
741,873
741,874
741,875
740,876
741,876
740,877
740,878
740,879
740,880
740,881
740,882
740,883
739,884
740,884
739,885
739,886
738,887
739,887
737,888
738,888
737,889
736,890
737,890
735,891
736,891
733,892
734,892
735,892
731,893
732,893
733,893
727,894
728,894
729,894
730,894
731,894
722,895
723,895
724,895
725,895
726,895
727,895
719,896
720,896
721,896
722,896
717,897
718,897
719,897
716,898
717,898
715,899
716,899
715,900
714,901
715,901
714,902
713,903
714,903
713,904
712,905
713,905
712,906
712,907
712,908
712,909
712,910
712,911
712,912
712,913
712,914
712,915
712,916
713,916
713,917
713,918
714,918
714,919
714,920
714,921
715,921
715,922
715,923
715,924
715,925
715,926
715,927
715,928
716,928
716,929
716,930
716,931
716,932
716,933
717,933
717,934
717,935
717,936
717,937
717,938
718,938
718,939
718,940
718,941
718,942
718,943
718,944
718,945
718,946
718,947
718,948
718,949
718,950
719,950
719,951
719,952
719,953
719,954
720,954
720,955
720,956
721,956
721,957
721,958
722,958
722,959
723,959
723,960
723,961
724,961
724,962
725,962
725,963
725,964
726,964
726,965
726,966
727,966
727,967
727,968
728,968
728,969
728,970
728,971
729,971
729,972
729,973
729,974
730,974
730,975
730,976
730,977
730,978
730,979
730,980
730,981
730,982
729,983
730,983
729,984
728,985
729,985
728,986
727,987
728,987
726,988
727,988
726,989
725,990
726,990
724,991
725,991
723,992
724,992
723,993
722,994
723,994
722,995
721,996
722,996
721,997
721,998
720,999
721,999
720,1000
720,1001
719,1002
720,1002
719,1003
719,1004
719,1005
719,1006
719,1007
718,1008
719,1008
718,1009
718,1010
718,1011
719,1011
719,1012
719,1013
719,1014
719,1015
719,1016
719,1017
719,1018
720,1018
720,1019
720,1020
720,1021
721,1021
721,1022
721,1023
722,1023
722,1024
723,1024
723,1025
724,1025
724,1026
725,1026
725,1027
726,1027
726,1028
727,1028
727,1029
728,1029
728,1030
728,1031
729,1031
729,1032
730,1032
730,1033
731,1033
731,1034
731,1035
732,1035
732,1036
733,1036
733,1037
733,1038
734,1038
734,1039
734,1040
735,1040
735,1041
735,1042
736,1042
736,1043
736,1044
737,1044
737,1045
737,1046
738,1046
738,1047
738,1048
739,1048
739,1049
739,1050
740,1050
740,1051
740,1052
740,1053
740,1054
739,1055
740,1055
739,1056
739,1057
738,1058
739,1058
738,1059
737,1060
738,1060
737,1061
737,1062
736,1063
737,1063
736,1064
736,1065
735,1066
736,1066
735,1067
734,1068
735,1068
734,1069
733,1070
734,1070
732,1071
733,1071
732,1072
731,1073
732,1073
729,1074
730,1074
731,1074
728,1075
729,1075
726,1076
727,1076
728,1076
725,1077
726,1077
724,1078
725,1078
723,1079
724,1079
722,1080
723,1080
721,1081
722,1081
721,1082
721,1083
721,1084
720,1085
721,1085
720,1086
720,1087
720,1088
720,1089
720,1090
720,1091
720,1092
720,1093
720,1094
720,1095
720,1096
720,1097
720,1098
720,1099
720,1100
720,1101
719,1102
720,1102
719,1103
719,1104
719,1105
718,1106
719,1106
718,1107
718,1108
717,1109
718,1109
716,1110
717,1110
716,1111
715,1112
716,1112
714,1113
715,1113
713,1114
714,1114
711,1115
712,1115
713,1115
710,1116
711,1116
709,1117
710,1117
708,1118
709,1118
707,1119
708,1119
706,1120
707,1120
705,1121
706,1121
704,1122
705,1122
703,1123
704,1123
702,1124
703,1124
702,1125
701,1126
702,1126
701,1127
701,1128
701,1129
700,1130
701,1130
700,1131
700,1132
701,1132
701,1133
701,1134
701,1135
702,1135
702,1136
702,1137
703,1137
703,1138
703,1139
704,1139
704,1140
705,1140
705,1141
705,1142
706,1142
706,1143
707,1143
707,1144
708,1144
708,1145
708,1146
709,1146
709,1147
710,1147
710,1148
711,1148
711,1149
712,1149
712,1150
713,1150
714,1150
714,1151
715,1151
715,1152
716,1152
716,1153
717,1153
717,1154
717,1155
718,1155
718,1156
719,1156
719,1157
719,1158
720,1158
720,1159
721,1159
721,1160
721,1161
722,1161
722,1162
722,1163
723,1163
723,1164
723,1165
723,1166
724,1166
724,1167
724,1168
725,1168
725,1169
725,1170
726,1170
726,1171
726,1172
727,1172
727,1173
728,1173
728,1174
728,1175
729,1175
729,1176
730,1176
730,1177
731,1177
731,1178
732,1178
732,1179
733,1179
733,1180
734,1180
734,1181
735,1181
736,1181
743,1181
744,1181
745,1181
746,1181
747,1181
748,1181
749,1181
750,1181
751,1181
752,1181
753,1181
754,1181
755,1181
756,1181
757,1181
758,1181
759,1181
760,1181
761,1181
762,1181
763,1181
764,1181
765,1181
766,1181
767,1181
736,1182
737,1182
738,1182
739,1182
740,1182
741,1182
742,1182
743,1182
767,1182
768,1182
769,1182
770,1182
771,1182
771,1183
772,1183
773,1183
773,1184
774,1184
774,1185
775,1185
775,1186
776,1186
776,1187
776,1188
776,1189
777,1189
777,1190
777,1191
777,1192
777,1193
778,1193
778,1194
778,1195
778,1196
778,1197
778,1198
778,1199
778,1200
778,1201
778,1202
778,1203
778,1204
778,1205
778,1206
778,1207
778,1208
777,1209
778,1209
777,1210
777,1211
776,1212
777,1212
776,1213
776,1214
775,1215
776,1215
775,1216
775,1217
775,1218
774,1219
775,1219
774,1220
774,1221
774,1222
774,1223
774,1224
774,1225
774,1226
774,1227
774,1228
774,1229
775,1229
775,1230
775,1231
775,1232
775,1233
775,1234
775,1235
775,1236
776,1236
776,1237
776,1238
776,1239
776,1240
777,1240
777,1241
777,1242
777,1243
778,1243
778,1244
778,1245
778,1246
778,1247
779,1247
779,1248
779,1249
778,1250
779,1250
778,1251
778,1252
778,1253
778,1254
778,1255
778,1256
779,1256
779,1257
779,1258
779,1259
779,1260
779,1261
779,1262
779,1263
779,1264
779,1265
779,1266
779,1267
779,1268
779,1269
778,1270
779,1270
778,1271
778,1272
777,1273
778,1273
777,1274
776,1275
777,1275
776,1276
775,1277
776,1277
775,1278
774,1279
775,1279
774,1280
774,1281
774,1282
773,1283
774,1283
773,1284
772,1285
773,1285
771,1286
772,1286
771,1287
770,1288
771,1288
770,1289
770,1290
770,1291
769,1292
770,1292
769,1293
769,1294
769,1295
769,1296
768,1297
769,1297
768,1298
768,1299
768,1300
768,1301
768,1302
768,1303
768,1304
768,1305
767,1306
768,1306
767,1307
767,1308
766,1309
767,1309
766,1310
766,1311
765,1312
766,1312
764,1313
765,1313
764,1314
763,1315
764,1315
762,1316
763,1316
761,1317
762,1317
761,1318
760,1319
761,1319
759,1320
760,1320
758,1321
759,1321
757,1322
758,1322
755,1323
756,1323
757,1323
754,1324
755,1324
750,1325
751,1325
752,1325
753,1325
754,1325
742,1326
743,1326
744,1326
745,1326
746,1326
747,1326
748,1326
749,1326
750,1326
738,1327
739,1327
740,1327
741,1327
742,1327
735,1328
736,1328
737,1328
738,1328
733,1329
734,1329
735,1329
731,1330
732,1330
733,1330
730,1331
731,1331
728,1332
729,1332
730,1332
727,1333
728,1333
726,1334
727,1334
726,1335
725,1336
726,1336
724,1337
725,1337
723,1338
724,1338
722,1339
723,1339
722,1340
721,1341
722,1341
720,1342
721,1342
720,1343
719,1344
720,1344
719,1345
718,1346
719,1346
718,1347
717,1348
718,1348
717,1349
716,1350
717,1350
716,1351
716,1352
715,1353
716,1353
715,1354
714,1355
715,1355
714,1356
713,1357
714,1357
713,1358
712,1359
713,1359
712,1360
711,1361
712,1361
710,1362
711,1362
710,1363
709,1364
710,1364
708,1365
709,1365
707,1366
708,1366
706,1367
707,1367
705,1368
706,1368
704,1369
705,1369
703,1370
704,1370
702,1371
703,1371
701,1372
702,1372
701,1373
700,1374
701,1374
699,1375
700,1375
698,1376
699,1376
697,1377
698,1377
696,1378
697,1378
695,1379
696,1379
695,1380
694,1381
695,1381
693,1382
694,1382
693,1383
692,1384
693,1384
692,1385
691,1386
692,1386
691,1387
691,1388
690,1389
691,1389
690,1390
690,1391
689,1392
690,1392
689,1393
689,1394
689,1395
689,1396
688,1397
689,1397
688,1398
688,1399
688,1400
688,1401
687,1402
688,1402
687,1403
687,1404
687,1405
687,1406
687,1407
687,1408
687,1409
686,1410
687,1410
686,1411
686,1412
686,1413
686,1414
686,1415
686,1416
686,1417
686,1418
686,1419
686,1420
686,1421
685,1422
686,1422
685,1423
685,1424
685,1425
684,1426
685,1426
684,1427
684,1428
683,1429
684,1429
683,1430
683,1431
682,1432
683,1432
682,1433
681,1434
682,1434
680,1435
681,1435
679,1436
680,1436
679,1437
678,1438
679,1438
677,1439
678,1439
676,1440
677,1440
675,1441
676,1441
673,1442
674,1442
675,1442
672,1443
673,1443
670,1444
671,1444
672,1444
665,1445
666,1445
667,1445
668,1445
669,1445
670,1445
661,1446
662,1446
663,1446
664,1446
665,1446
659,1447
660,1447
661,1447
658,1448
659,1448
657,1449
658,1449
656,1450
657,1450
656,1451
655,1452
656,1452
654,1453
655,1453
654,1454
654,1455
653,1456
654,1456
653,1457
653,1458
653,1459
653,1460
653,1461
653,1462
653,1463
653,1464
652,1465
653,1465
652,1466
652,1467
652,1468
652,1469
652,1470
652,1471
652,1472
652,1473
652,1474
652,1475
652,1476
651,1477
652,1477
651,1478
651,1479
651,1480
650,1481
651,1481
650,1482
650,1483
650,1484
650,1485
650,1486
650,1487
650,1488
650,1489
650,1490
650,1491
651,1491
651,1492
651,1493
651,1494
651,1495
651,1496
651,1497
651,1498
651,1499
652,1499
652,1500
652,1501
652,1502
652,1503
653,1503
653,1504
653,1505
653,1506
653,1507
653,1508
653,1509
653,1510
653,1511
653,1512
653,1513
653,1514
653,1515
653,1516
653,1517
653,1518
653,1519
653,1520
653,1521
653,1522
652,1523
653,1523
652,1524
652,1525
652,1526
652,1527
652,1528
652,1529
652,1530
652,1531
652,1532
653,1532
653,1533
653,1534
653,1535
654,1535
654,1536
654,1537
655,1537
655,1538
655,1539
656,1539
656,1540
657,1540
657,1541
657,1542
658,1542
658,1543
659,1543
659,1544
659,1545
660,1545
660,1546
661,1546
661,1547
662,1547
662,1548
662,1549
663,1549
663,1550
663,1551
664,1551
664,1552
664,1553
664,1554
665,1554
665,1555
665,1556
666,1556
666,1557
666,1558
666,1559
667,1559
667,1560
667,1561
668,1561
668,1562
668,1563
668,1564
669,1564
669,1565
669,1566
669,1567
669,1568
670,1568
670,1569
670,1570
671,1570
671,1571
671,1572
672,1572
672,1573
672,1574
672,1575
673,1575
673,1576
673,1577
674,1577
674,1578
675,1578
675,1579
675,1580
676,1580
676,1581
676,1582
677,1582
677,1583
678,1583
678,1584
679,1584
679,1585
680,1585
680,1586
680,1587
681,1587
681,1588
682,1588
682,1589
683,1589
683,1590
683,1591
684,1591
684,1592
685,1592
685,1593
685,1594
686,1594
686,1595
687,1595
687,1596
688,1596
688,1597
689,1597
689,1598
690,1598
690,1599
691,1599
691,1600
692,1600
693,1600
693,1601
694,1601
694,1602
695,1602
696,1602
696,1603
697,1603
697,1604
698,1604
699,1604
699,1605
700,1605
701,1605
701,1606
702,1606
702,1607
703,1607
704,1607
704,1608
705,1608
705,1609
706,1609
706,1610
707,1610
707,1611
707,1612
708,1612
708,1613
709,1613
709,1614
710,1614
710,1615
711,1615
711,1616
712,1616
712,1617
713,1617
713,1618
714,1618
714,1619
715,1619
715,1620
716,1620
716,1621
717,1621
717,1622
718,1622
718,1623
719,1623
719,1624
720,1624
720,1625
721,1625
721,1626
721,1627
722,1627
722,1628
722,1629
723,1629
723,1630
723,1631
723,1632
723,1633
724,1633
724,1634
724,1635
724,1636
724,1637
724,1638
724,1639
724,1640
725,1640
725,1641
725,1642
725,1643
725,1644
725,1645
725,1646
726,1646
726,1647
726,1648
727,1648
728,1648
728,1649
729,1649
730,1649
731,1649
731,1650
732,1650
732,1651
732,1652
733,1652
733,1653
733,1654
733,1655
734,1655
734,1656
734,1657
734,1658
734,1659
734,1660
734,1661
734,1662
734,1663
735,1663
735,1664
735,1665
735,1666
735,1667
735,1668
734,1669
735,1669
734,1670
734,1671
734,1672
734,1673
734,1674
734,1675
733,1676
734,1676
733,1677
733,1678
732,1679
733,1679
732,1680
732,1681
732,1682
731,1683
732,1683
731,1684
731,1685
730,1686
731,1686
730,1687
730,1688
729,1689
730,1689
729,1690
729,1691
728,1692
729,1692
728,1693
728,1694
727,1695
728,1695
727,1696
727,1697
726,1698
727,1698
726,1699
725,1700
726,1700
725,1701
725,1702
724,1703
725,1703
724,1704
723,1705
724,1705
723,1706
722,1707
723,1707
722,1708
721,1709
722,1709
721,1710
720,1711
721,1711
720,1712
719,1713
720,1713
719,1714
718,1715
719,1715
718,1716
717,1717
718,1717
717,1718
716,1719
717,1719
716,1720
715,1721
716,1721
715,1722
714,1723
715,1723
714,1724
713,1725
714,1725
713,1726
712,1727
713,1727
712,1728
711,1729
712,1729
711,1730
711,1731
710,1732
711,1732
710,1733
709,1734
710,1734
709,1735
709,1736
709,1737
709,1738
709,1739
708,1740
709,1740
708,1741
708,1742
708,1743
708,1744
708,1745
708,1746
708,1747
708,1748
708,1749
708,1750
709,1750
709,1751
709,1752
709,1753
709,1754
709,1755
709,1756
709,1757
709,1758
709,1759
709,1760
709,1761
709,1762
709,1763
709,1764
709,1765
709,1766
709,1767
709,1768
709,1769
709,1770
709,1771
709,1772
709,1773
709,1774
708,1775
709,1775
708,1776
707,1777
708,1777
707,1778
706,1779
707,1779
706,1780
705,1781
706,1781
705,1782
705,1783
705,1784
704,1785
705,1785
704,1786
704,1787
704,1788
704,1789
704,1790
703,1791
704,1791
703,1792
703,1793
703,1794
703,1795
703,1796
702,1797
703,1797
702,1798
702,1799
701,1800
702,1800
701,1801
701,1802
700,1803
701,1803
700,1804
700,1805
699,1806
700,1806
699,1807
699,1808
698,1809
699,1809
698,1810
698,1811
697,1812
698,1812
697,1813
696,1814
697,1814
